Column 1,Item,Net Weight/Volume,Price (Peso),Contains Allergens,Processsed in a place that may contain these allergens,Nutritional Facts,Ingredients,Other Information,Done,Price ($),Total Done:,191
90,HOKKAIDO_MACKAREL_200G,200g,50.5,"Fish, Soybeans/Soy/Soya",None,"Serving Size: 56g, Servings per Container: 4, Calories: 48, Calories from Fat: 11g, Total Fat: 1g, Saturated Fat: 1g, Trans Fat: 0g, Cholesterol: 31mg, Sodium: 282mg, Total Carbohydrates: 3g, Dietary Fiber: 0g, Sugar: 0g, Protein: 7g, Vitamin A: 0mg, Vitamin C: 0mg, Calcium: 63mg, Iron: 0mg","Mackerel, Water, Sugar, Salt, Spices, MSG",,TRUE,0.89,,
91,HOUSEOFPOLVORON_SOFTCOOKIES_WITHSTEVIA_18PCS,234g,150.95,"Milk, Wheat/Cereals/Gluten, Soybeans/Soy/Soya, Tree Nuts",None,"Serving Size: 40g (3pcs), Calories: 190, Calories from Fat: 70, Total Fat: 8g, Saturated Fat: 5g, Trans Fat: 0g, Cholesterol: 10mg, Sodium: 45mg, Potassium: 160mg, Total Carbohydrates: 25g, Dietary Fiber: 1g, Sugars: 9g, Protein: 4g, Vitamin A: 0%, Calcium: 0%, Vitamin C: 8%, Iron: 6%","Wheat Flour, Cane Sugar, Milk Powder, Cashew Nuts, Rice Crisps, Cookies and Cream, Wheat, Cane Sugar, Partially Hydrogenated Palm, Coconut and Fish Oil, Glucose Syrup, Cocoa Powder, Whey Powder, Iodized Salt, Baking Powder, Emulsifier: Soy Lecithin, Skim Milk, Corn Starch), Butter Milk), Margarine (Coconut Oil, Water, lodized Salt, Skim Milk, Soy Lecithin, BHA, Propyl Gallate, Citric Acid, Propylene Glycol (as Anti-oxidant), Beta Carotene, Vitamin A (as Palmitate), Vitamin B2 (as Thiamine Hydrochlo ride), Vtamin B6 (as Pyricioxine Hydrochloride). Vitamin B12 (Cyanocobalamin), Vitamin 03 (as Choleca cifero Potassium iocate, Folic Acid]",,TRUE,2.66,,
92,HUNTS_PORK&BEANS_175G,175g,24.65,None,None,"Serving Size: 100g, Servings per Container: about 2, Calories 120, Calories from Fat: 45, Total Fat: 5g, Saturated Fat: 2g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 390mg, Total Carbohydrates: 15g, Dietary Fiber: 7g, Sugars: 5g, Protein: 4g, Lycopene: 2460ug","White Beans, Tomato Sauce (Water, Tomato Paste), Sugar, Pork Meat, Iodized Salt, Modified Starch (Thickener), Vinegar, Spices, And Colors (Paprika Oil, Carotenoids)",,TRUE,0.43,,
93,INDOMIE_MI_GORENG_85G,85g,18.2,"Wheat/Cereals/Gluten, Soybeans/Soy/Soya, Seasame","Peanuts, Crustacean Shellfish, Fish, Eggs, Milk","Serving Size: 85g, Calories: 390, Total Fat: 16g, Saturated Fat: 7g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 820mg, Total Carbohydrates: 53g, Dietary Fiber: 3g, Sugars: 6g, Protein: 8g, Includes 3g Added Sugars, Vitamin D: 0mcg, Calcium: 23mg, Iron: 4mg,  Potassium: 182mg","NOODLES: Wheat flour (62%), refined palm oil (contains antioxidant E319), tapioca starch, salt, acidity regulator (E501, E500, E452), thickener (E412), colour (E102). SEASONING POWDER: Salt, sugar, flavour enhancers (E621, E627, E631), garlic, artificial flavour (contain soybean), onion, white pepper. SEASONING OIL: Refined palm oil (contains antioxidant E319), shallot SWEET SOY SAUCE: Sugar, water, soybean, wheat, salt, spices, sesame oil. CHILI SAUCE: Chili, water, sugar, salt, tapioca starch, acidity regulators (E260, E330), garlic flavour, preservatives (E211, E223 (sodium metabisulphite)). FRIED SHALLOT",,TRUE,0.32,,
94,JACK_AND_JILL_PIATTOS_SOUR_CREAM_FLAVORED_POTATO_40G,40g,16.6,"Soybeans/Soy/Soya, Wheat/Cereals/Gluten, Milk",Fish,"Serving Size: 30g, Calories: 150, Total Fat: 7g, Saturated Fat: 3g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 140mg, Total Carbohydrates: 20g, Dietary Fiber: 1g, Sugars: 2g, Protein: 1g","Dehydrated Potatoes, Potato Starch, Vegetable Oil (Palm Olen And/or Palm Oil), Seasoning (Milk Solids, Salt, Sugar, Onion, Garle Dextrose, Yeast Extract, Acidity Regulators (Lactic Acid, Citric Acid, Green Bits [thickener (Acacia Gum), Emulsifier (Glycerol), Artificial Colors Brillia Blue, Allura Red), Color (Titanium Dioxide)], Flavor Enhancers (Monosodu Glutamate, Disodium 5-ribonucleotides), Natural And Artificial Flac Anticaking Agent (Silicon Dioxide), Antioxidants (Alpha-tocopherol, Ascor Palmitate), Flour, Hydrolyzed Vegetable Protein, Starch), Sugar, Fla Enhancer (Monosodium Glutamate), Spice, Stabilizer (Potass Chloride), Iodized Salt, Emulsifier (Mono- And Di-glycerides), Acd Regulator (Citric Acid) And Antioxidant (Tbhq)",,TRUE,0.29,,
95,JACK_DANIELS_700ML,700ml,"1,101.60",,,,,,FALSE,19.38,,
96,JACKNJILL_CHOCOLATE_PRETZELS_40G,40g,12.45,"Wheat/Cereals/Gluten, Milk, Soybeans/Soy/Soya",None,"Serving Size: 40g, Calories: 190, Total Fat: 7g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 130mg, Total Carbohydrates: 29g, Dietary Fiber: 1g, Sugars: 14g, Protein: 3g, Calcium: 5%, Iron: 6%","Wheat Flour, Sugar, Hydrogenated Vegetable Fat (Coconut, Palm), Skimmed Milk, Raising Agents (Ammonium Bicarbonate, Sodium Bicarbonate, Acid Calcium Phosphate), Iodized Salt, Emulsifier (Soya Lecithin), Fortificant (Potassium Iodate) And Preservative (Sodium Metabisulfite)] Chocolate Coating [sugar, Hydrogenated Vegetable Fat (Coconut, Palm Kernel), Whey, Cocoa, Emulsifier (Soya Lecithin). Artificial Flavors (Vanillin, Chocolate)",,TRUE,0.22,,
97,JACKNJILL_MRCHIPS_NACHOCHEESE_24G,24g,5.95,"Soybeans/Soy/Soya, Wheat/Cereals/Gluten, Milk",Fish,"Serving Size: 30g, Calories: 160, Total Fat: 9g, Saturated Fat: 4.5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 110mg, Total Carbohydrates: 18g, Dietary Fiber: 3g, Sugars: 1g, Protein: 2g, Calcium: 4%, Iron: 4.7mg, Potassium: 60mg","Corn Vegetable Oil palm Antioxidant (Tbhq, Cheese Milk Solids, Cheese Natural And Artificial Flavors, Emulsifying Salt (Disodium Phosphate) Colors (Curcumin, Annatto Extract), Artificial Color (Sunset Yellow Fcf). Anticaking Agent (Trical Crim Phosphate Skimmed Milk, Iodized Salt, Spices, Flavor Enhancers (Monosodium Glutamate, Disodium Guanylate, Disodium Inosinate) Seasoning Maltodextrin, Natural And Artificial Flavors, Vegetable Powder Acidity Regulator (Citric Acid Anticaking Agent (Silicon Dioxide) Stabilizer (Acacia Gum Lactosel Hydrolyzed Vegetable Protein, Ferrous Sulfate, Sugar And Vitamin A Palmitate",,TRUE,0.1,,
98,JACKNJILL_PICA_BBQOVERLOAD_180G,180g,55.45,"Wheat/Cereals/Gluten, Soybeans/Soy/Soya, Milk",None,"Serving Size: 30g, Calories: 140, Calories from Fat: 60, Total Fat: 6g, Saturated Fat: 3g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 180mg, Total Carbohydrates: 21g, Dietary Fiber: 2g, Sugars: 3g, Protein: 2g, Calcium: 2%, Iron: 5%","Nova Chips (Corn, Wheat Vegetable Oil Palm Olein Andorr Antioxidant (Tbhq, Rice Flour, Oat Flour, Sugar Seasoning Inal Artificial Flavors, Maltodextrin, Sweetener (Steviol Glycosides Enhancers (Disodium Guanylate, Disodium Inosinatel Hydrolyzed Protein, Lactose, Anticaking Agent (Silicon Dicoide) Acidity Regul Acid) Colors (Caramel, Paprika Extract, Beetroot), Emulsifier (Scoun Succinated Starch Antioxidant (Ascorbic Acid) Vitamins Dextrose, 100ized Salt And Flavor Enhancer (Monosodium G Piattos Crisps (Dehydrated Potatoes, Potato Starch, Vegetable O Olein And/or Palm, Antioxidant (Tbhqil Seasoning Inatural And Flavors, Maltodextrin, Sweetener (Steviol Glycosides Flavor B (Disodium Guanylate, Disodium Inosinate), Hydrolyzed Vegetable Lactose, Anticaking Agent (Silicon Dioxide), Colors (Caramel Papr Beetroot), Emulsifier (Scoium Octenyl Succinated Starch, Antioxidant Acid) Vitamins (81, 82l Spices, Sugar, Dextrose, Odized Sat Enhancer (Monosodium Glutamate), Stabilizer (Potassium Du Emulsifier (Mono-and Diglycerides) And Acidity Regulator Re Tostillas Chips (Corn, Vegetable Oil [palm Olen Ancor Antioxidant (Tbhq), Seasoning Inatural And Artificial Flavors D Sweetener (Steviol Glycosides), Flavor Enhancers (Disodium Guard Inosinate), Hydrolyzed Vegetable Protein, Lactose, Anticaking Dioxide), Acidity Regulator (Citric Acid) Colors (Carame Beetroot), Emulsifier (Sodium Octenyl Succinated Starch Acid) Vitamins (81, 82l Spices, Dextrose, Iodized Salls Enhancer (Monosodium Glutamate))",,TRUE,0.98,,
99,JACKNJILL_VCUT_POTATOCHIPS_CHEESE_25G,25g,16.95,"Soybeans/Soy/Soya, Wheat/Cereals/Gluten, Milk",None,"Serving Size: 30g, Calories: 170, Calories from Fat: 110, Total Fat: 12g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 70mg, Total Carbohydrates: 15g, Dietary Fiber: 2g, Sugars: 1g, Protein: 2g, Calcium: 1%, Iron: 21%","Potatoes, Vegetable Ol (May Contain One Or More Of The Following: Palm Olein, Palm Or Coconut Oil), Cheese Powder (cheddar Cheese (Cultured Pasteurized Milk, Salt Enzymes), Butter Or Soybean Oil Dr Buttermilk, Natural Flavors Texturizer (Disodium Phosphate A, Artificial Color [contains Fd&c Yellow #5 (Tartrazine) And Fd&c Yellow #6]), Whey Powder, Flavor Enhance (Monosodium Glutamate), Natural Artificial Flavors (With Soybean Wheat And Milk), Sugar, Skimmed Milk Powder And Antioxidant Lated Hydroxyanisole, Butylate Droxytoluene, Propyl Gallate",,TRUE,0.3,,
100,JACKNJILL_VCUT_POTATOCHIPS_SPICY_BBQ_25G,25g,16.2,"Soybeans/Soy/Soya, Wheat/Cereals/Gluten, Milk",None,"Serving Size: 30g, Calories: 180, Total Fat: 12g, Saturated Fat: 6g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 85mg, Total Carbohydrates: 14g, Dietary Fiber: 2g, Sugars: <1g, Includes 0.5g Added Sugars, Protein: 2g, Potassium: 290mg","Potatoes, Vegetable Oil (Palm Oil, Palm Olein, Antioxidant [tbhq (E319)]), Seasoning (Flavor Enhancers [monosodium Glutamate (E621), Disodium Inosinate (E631), Sodium Guanylate (E627), Autolyzed Yeast, Salt, Sar Maltodextrin, Paprika, Hydrolyzed Vegetable Protein (Soy, Corn), Yeast, Natural And Artificial Flavors (Autolyzed Yeast, Artificial Beef), AntiCaking Agents Tricalcium Phosphate (E341), Silicon Dioxide (E551)), Rusk Powder (Wheat, Salt, Yeast), Spice (Pepper), Mustard Seed, Colors Beetroot (E162), Caramel (E1500) (Sulphites) Paprika Extract (E160c), Riboflavin (E1010), Flavor Enhancer (Monosodium Glutamate (E621)), Dextrose Powder, Iodized Salt, Spice (Cayenne)",,TRUE,0.28,,
101,JIN_RAMEN_MILD_120G,120ml,64.5,"Soybeans/Soy/Soya, Wheat/Cereals/Gluten","Milk, Eggs, Fish, Crustacean Shellfish, Tree Nuts, Peanuts","Serving Size: 120g, Calories: 500, Total Fat: 15g, Saturated Fat: 8g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 1880mg, Total Carbohydrates: 79g, Dietary Fiber: 0g, Sugars: 4g, Includes 2g Added Sugars, Protein: 11g","Noodle: Wheat Flour, Modified Starch (potato, Tapioca), Palm Oil, Potato Starch, Wheat Gluten, Salt, Yeast Extract, Acidity Regulator(Potassium Carbonate, Sodium Polyphosphate), Riboflavin. Powder Soup: Salt, Sugar, Soy Sauce Powder(Soybean, Wheat, Salt), Monosodium Glutamate, Hydrolyzed Vegetable Protein Soy, Wheat, Corn), Red Pepper, Soybean Paste Powder Soy, Wheat), Yeast Extract Powder, Garlic Powder, Palm Oil Powder, Glucose, Black Pepper, Disodium Inosinate, Disodium Guanylate, Dextrin, Kelp Extract Powder, Chilli Extract. Dehydrated Vegetable Mix: Chinese Cabbage, Textured Vegetable Protein Soy, Wheat), Carrot, Green Onion, Mushroom, Seaweed",,TRUE,1.13,,
102,JOLLYTIME_BUTTERLICIOUS_ORIGINALBUTTER_298G,298g,176.3,Milk,None,"Serving Size: 34g Unpopped, Calories: 130, Calories from Fat: 45, Total Fat: 5g, Saturated Fat: 2.5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 230mg, Total Carbohydrates: 22g, Dietary Fiber: 4g, Sugars: 0g, Protein: 3g, Iron: 4%","100% Whole Grain Popcorn, Palm Oil, Salt, Natural Flavors, Butter (Cream, Salt), Dry Buttermilk, Annatto for Color, Ascorbic Acid to Preserve Freshness.",,TRUE,3.1,,
103,KANGKONGKING_ORIGINAL_60G,60g,149,None,"Milk, Eggs","Serving Size: 30g, Calories: 160, Calories from Fat: 86, Total Fat: 10g, Saturated Fat: 9g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 240mg, Total Carbohydrates: 17g, Dietary Fiber: 2g, Sugars: 0g, Protein: 2g, Vitamin D: 3mcg, Calcium: 22mg, Iron: 1mg, Potassium: 104mg","Philippine Water Spinach Leaves, Coconut oil, Chickpea flour, Modified tapoioca starch, Iodized salt, KKK Original Flavor Power (dextrose derivative, flavor enhancer, FD&C Food Color)",,TRUE,2.62,,
104,KAROKE_GREEN_PEAS_SNACK_70G,70g,11.45,None,None,"Serving Size: 35g, Serving per Container: 2, Energy: 180kcal, Calories from Fat: 90, Total Fat: 10g, Saturated Fat: 5g, Cholesterol: 0mg, Sodium: 201mg, Total CarbohydratesL 21g, Dietary Fiber: 1g, Sugar: 2g, Protein: 2g","Green Peas, Vegetable Oil (coconut palm), Iodized Salt, Monosodium Glutamate (as flavor enhancer), Natural Garlic & Chili",,TRUE,0.2,,
105,KELLOGG'S_COCO_POPS_30G,30g,15,"Wheat/Cereals/Gluten, Peanuts, Tree Nuts",None,"Serving Size: 30g, Calories: 490kJ, Total Fat: 0.4g, Saturated Fat: 0.1g, Sodium: 99mg, Total Carbohydrates: 26.2g, Dietary Fiber: 0.5g, Sugars: 9.7g, Protein: 1.7g, Riboflavin: 0.42mg, Niacin: 2.5mg, Vitamin B6: 0.4mg, Folate 50ug, Calcium: 80mg, Iron: 3mg, Zinc: 1.8mg","Whole white rice (64%), sugar, cocoa (3%), minerals (calcium carbonate, iron, zinc oxide), salt, natural flavour , barley malt extract, vitamins (niacin, riboflavin, vitamin B6, folate).",,TRUE,0.26,,
106,KELLOGG'S_FROOT_LOOPS_25G,30g,15,"Wheat/Cereals/Gluten, Peanuts, Tree Nuts",None,"Serving Size: 30g, Calories: 500kJ, Total Fat: 1.1g, Saturated Fat: 0.3g, Sodium: 108mg, Total Carbohydrates: 25.3g, Dietary Fiber: 0.7g, Sugars: 11.6g, Protein: 1.6g, Riboflavin: 0.42mg, Niacin: 2.5mg, Vitamin B6: 0.4mg, Folate 50ug, Iron: 3mg, Zinc: 1.8mg","Cereals (60%)(maize flour, wheat flour, oat flour), sugar, vegetable oil, salt, natural colours (paprika extract, carmine, curcumin, vegetable carbon, copper chlorophyll), minerals (iron, zinc oxide), vitamins (niacin, vitamin B6, riboflavin, folate), natural flavours (orange, lemon, lime).",,TRUE,0.26,,
107,KELLOGG'S_FROSTIES_30G,30g,15,"Wheat/Cereals/Gluten, Peanuts",None,"Serving Size: 30g, Calories: 478kJ, Total Fat: 0.2g, Saturated Fat: 0.03g, Sodium: 0.25mg, Total Carbohydrates: 26g, Dietary Fiber: 0.6g,  Sugars: 11g, Protein: 1.4g, Vitamin D: 2.5ug, Thiamin: 0.28mg, Riboflavin: 0.35mg, Niacin: 4mg, Vitamin B6: 0.35mg, Folic Acid 50ug, Vitamin B12: 0.63ug","Maize, Sugar, Barley malt extract, Salt, Niacin, Iron, Vitamin B6, Riboflavin, Thiamin, Folic acid, Vitamin D, Vitamin B12.",,TRUE,0.26,,
108,KINDER_TRONKY_5x18G,90g,143.65,"Milk, Tree Nuts, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 18g, No. Servings per pack: 5, Calories: 93kcal, Calories from Fat: 44kcal, Total Fat: 5g, Saturated Fat: 2g, Cholesterol: 1mg, Sodium: 36mg, Total Carbohydrates: 10g, Dietary Fiber: 0g, Sugars: 7g, Protein: 2g","Skim Milk Powder, Vegetable Oil (Palm), Sugar, Milk Chocolate 15% (Sugar, Whole Milk Powder, Cocoa Butter, Cocoa Mass, Emulsifier (Lecithin) (Soy), Flavouring (Vanillin]), Biscuits Crumbs 14% (Wheat Flour, Sugar, Butter (Milk), Vegetable Oil (Palm*), Wheat Starch, Fat Reduced Cocoa Powder, Skim Milk Powder, Cream Powder (Milk), Whey Powder (Milk), Hazelnuts, Raising Agents (Ammonium Bicarbonate, Sodium Bicarbonate), Salt, Flavouring (Vanillin), Emulsifier (Lecithin) (Soy)), Wheat Flour, Fat Reduced Cocoa Powder 0.9%, Hazelnuts, Emulsifier (Lecithin) (Soy), Raising Agents (Sodium Bicarbonate, Ammonium Carbonate), Salt, Flavouring (Vanillin). ","Wafer: 14%, Total Milk Constituents: 26.5%. Milk Chocolate Contains 32% Of Cocoa Solids And 22.5% Of Milk Solids",TRUE,2.53,,
109,KING_CUP_SARDINES_IN_TOMATO_SAUCE_155G,155g,22.7,Fish,None,"Serving Size: 56g, No. Servings per pack: about 3, Calories: 46, Calories from Fat: 12, Total Fat: 1g, Saturated Fat: 1g, Cholesterol: 20mg, Sodium: 312mg, Total Carbohydrates: 2g, Dietary Fiber: 0g, Sugars: 1g, Protein: 6g, Vitamin A: <2%, Calcium: 18%, Iron: 8%","Sardines, Water, Tomato Paste, Iodized Salt (Salt Potassium Iodide), Sugar, Modified Starch, Spices",,TRUE,0.4,,
110,KING_CUP_SARDINES_IN_TOMATO_SAUCE_WITH_CHILI_155G,155g,22.95,Fish,None,"Serving Size: 56g, No. Servings per pack: about 3, Calories: 43, Calories from Fat: 8, Total Fat: 1g, Saturated Fat: 1g, Cholesterol: 20mg, Sodium: 258mg, Total Carbohydrates: 2g, Dietary Fiber: 0g, Sugars: 1g, Protein: 7g, Vitamin A: <2%, Calcium: 18%, Iron: 10%","Sardines, Water, Tomato Paste, Iodized Salt (Salt Potassium Iodide), Sugar, Modified Starch, Spices, Chili",,TRUE,0.4,,
111,LE_MINERALE_600ML,600ml,17.75,None,None,"Calcium: 13.15mg/L, Magnesium: 7.42mg/L, Sodium: 73.40mg/L, Potassium: 4.11mg/L, Nitrate: 5.32mg/L, Bicarbonate: 162.25mg/L, Sulfate: 10.06mg/L, Chloride: ,32.88mg/L, Total Dissolved Solid: 255.50mg/L, pH: 7.2-7.8",Water,,TRUE,0.31,,
112,LEMONSQUARE_LAVACAKE_ORIGINAL_42G,42g,7.775,"Milk, Eggs, Wheat/Cereals/Gluten, Soybeans/Soy/Soya",None,"Serving Size: 42g, Calories: 190, Total Fat: 9g, Saturated Fat: 4g, Cholesterol: 15mg, Sodium: 120mg, Total Carbohydrates: 25g, Dietary Fiber: 1g, Sugars: 17g, Protein: 3g, Calcium: 3%, Iron: 38%","Bass Cake: Sugar, Wheat Flour, Water, Palm Olein Fresh Eggs, Humectants (Glycerine. Sorbitol, Cocoa Powder, Leavening Agents Baking Powder, Baking Soda), lodized Salt, Artificial Flavor (Chocolate). Preservative (Potassium Sorbate). Cream Fillings: Vegetable Fat, Light Syrup, Milk Powders (Buttermilk, Skim Milk Cocoa Powder Humectants (Glycerine, Sorbitol, Distilled Water, Emulsifiers (Soy Lecithin, Distilled Monoglycerides), lodized Sat, Artificial Flavor (Chocolate, Stabilizer (Xanthan Gum Powder Preservative (Potassium Sorbate)",,TRUE,0.14,,
113,LEMONSQUARE_MAMON_CHEESY_264G,264g,63,"Milk, Eggs, Wheat/Cereals/Gluten",None,"Serving Size: 44g, Servings per Container: 6, Calories: 180, Calories from Fat: 55, Total Fat: 6g, Saturated Fat: 3g, Cholesterol: 80mg, Sodium: 110mg, Total Carbohydrates: 27g, Dietary Fiber: 1g, Sugars: 12g, Protein: 4g, Calcium: 35mg, Iron: 0.5mg","Fresh Eggs, Sugar, Wheat Flour, Humectants (Glycerine (E422), Sorbitol (E420)), Palm Olein, Anhydrous Milk Fat, Sweetener (Corn Syrup), Milk Powders (Buttermilk, Whey), Emulsifiers (Mono- and Diglycerides (E471), Polyglycerol Esters of Fatty Acids (E475), Sodium Stearoyl Lactylate (E481)), Water, Cornstarch, Leavening Agent (Baking Powder), Modified Starch, Egg White Powder, Preservatives (Potassium Sorbate (E202), Citric Acid (E330)), lodized Salt, Beta Carotene Natural Food Color (E160a(i)), Stabilizer (Xanthan Gum (E415)), Antioxidant (Tocopherol (E307))",,TRUE,1.11,,
114,LESLIE_S_CHEEZY_CORN_CRUNCH_24G,24g,7.05,Milk,"Crustacean Shellfish, Wheat/Cereals/Gluten, Soybeans/Soy/Soya","Serving Size: 30g, Serving per Container: about 1, Calories: 160, Calories from Fat: 80, Total Fat: 9g, Saturated Fat: 7g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 230mg, Total Carbohydrates: 18g, Dietary Fiber: <1g, Sugars: <1g, Protein: 2g, Vitamin A: 30%, Vitamin B1: 33%, Vitamin B2: 33%,Vitamin B3: 20%, Vitamin B6: 20%, Vitamin B12: 33%, Folic Acid: 33%","Corn Meal, Vegetable Oil (may consist of Palm Oil and/or Palm Olein), Cheese Powder (Milk Solids, Maltodextrin, Cheese Solids, Salt, Food Acids, Mineral Salts, Flavour Enhancer, Yeast Extract, Colorings, Anti-caking Agent, Antioxidant), lodized Salt, Monosodium Glutamate (as flavor enhancer), Sugar, Garlic Powder, Onion Powder and Vitamin Premix (Vit. A, Vit. B1, Vit. B2, Vit. B3, Vit. B5, Vit. B6, Vit. B12 and Folic Acid).",,TRUE,0.12,,
115,LESLIE_S_CHEEZY_CORN_CRUNCH_70G,70g,26.6,Milk,"Crustacean Shellfish, Wheat/Cereals/Gluten, Soybeans/Soy/Soya","Serving Size: 30g, Serving per Container: 2, Calories: 160, Calories from Fat: 80, Total Fat: 9g, Saturated Fat: 7g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 230mg, Total Carbohydrates: 18g, Dietary Fiber: <1g, Sugars: <1g, Protein: 2g, Vitamin A: 30%, Vitamin B1: 33%, Vitamin B2: 33%,Vitamin B3: 20%, Vitamin B6: 20%, Vitamin B12: 33%, Folic Acid: 33%","Corn Meal, Vegetable Oil (may consist of Palm Oil and/or Palm Olein), Cheese Powder (Milk Solids, Maltodextrin, Cheese Solids, Salt, Food Acids, Mineral Salts, Flavour Enhancer, Yeast Extract, Colorings, Anti-caking Agent, Antioxidant), lodized Salt, Monosodium Glutamate (as flavor enhancer), Sugar, Garlic Powder, Onion Powder and Vitamin Premix (Vit. A, Vit. B1, Vit. B2, Vit. B3, Vit. B5, Vit. B6, Vit. B12 and Folic Acid).",,TRUE,0.47,,
116,LESLIE_S_CLOVER_CHIPS_CHEESE_24G,24g,7.1,Milk,"Crustacean Shellfish, Wheat/Cereals/Gluten, Soybeans/Soy/Soya","Serving Size: 30g, Serving per Container: about 1, Calories: 160, Calories from Fat: 90, Total Fat: 10g, Saturated Fat: 7g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 260mg, Total Carbohydrates: 18g, Dietary Fiber: <1g, Sugars: 0g, Protein: <1g, Vitamin A: 30%, Vitamin B1: 33%, Vitamin B2: 33%,Vitamin B3: 20%, Vitamin B6: 20%, Vitamin B12: 33%, Folic Acid: 33%","Tapioca Starch, Yellow Corn, Vegetable oil (may contain one or more of the following: Palm Oil, Coconut Oil, Soybean Oil), Natural Cheddar Cheese Powder (Cheddar Cheese [Pasteurized Milk, Cheese Cultures, Salt Enzymes], Whey, Natural and Artificial Flavors, Sodium Caseinate, Disodium Phosphate, Citric Acid, Monosodium Glutamate, Autolyzed Yeast Extract, Artificial Color [FD & C #5-Tartrazine Yellow, FD & C #6-Sunset Yellow], Disodium Inosinate, Disodium Guanylate), Iodized Salt, Vitamin Premix (Vit. A, Vit. B1, Vit. B2, Vit. B5, Vit. B6, Vit. B12, Folic Acid, and Niacin)",,TRUE,0.12,,
117,LESLIES_CLOVERCHIPS_CHEESE_85G,85g,32.5,Milk,"Crustacean Shellfish, Wheat/Cereals/Gluten, Soybeans/Soy/Soya","Serving Size: 30g, Serving per Container: about 2, Calories: 160, Calories from Fat: 90, Total Fat: 10g, Saturated Fat: 7g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 260mg, Total Carbohydrates: 18g, Dietary Fiber: <1g, Sugars: 0g, Protein: <1g, Vitamin A: 30%, Vitamin B1: 33%, Vitamin B2: 33%,Vitamin B3: 20%, Vitamin B6: 20%, Vitamin B12: 33%, Folic Acid: 33%","Tapioca Starch, Yellow Corn, Vegetable oil (may contain one or more of the following: Palm Oil, Coconut Oil, Soybean Oil), Natural Cheddar Cheese Powder (Cheddar Cheese [Pasteurized Milk, Cheese Cultures, Salt Enzymes], Whey, Natural and Artificial Flavors, Sodium Caseinate, Disodium Phosphate, Citric Acid, Monosodium Glutamate, Autolyzed Yeast Extract, Artificial Color [FD & C #5-Tartrazine Yellow, FD & C #6-Sunset Yellow], Disodium Inosinate, Disodium Guanylate), Iodized Salt, Vitamin Premix (Vit. A, Vit. B1, Vit. B2, Vit. B5, Vit. B6, Vit. B12, Folic Acid, and Niacin)",,TRUE,0.57,,
118,LESLIES_CLOVERCHIPS_HAMANDCHEESE_85G,85g,39.15,Milk,"Crustacean Shellfish, Wheat/Cereals/Gluten, Soybeans/Soy/Soya","Serving Size: 30g, Serving per Container: about 2, Calories: 160, Calories from Fat: 80, Total Fat: 9g, Saturated Fat: 5g, Trans Fat: 0g, Cholesterol: 0mg, Sodium: 260mg, Total Carbohydrates: 18g, Dietary Fiber: <1g, Sugars: <1g, Protein: <1g, Vitamin A: 30%, Vitamin B1: 33%, Vitamin B2: 33%,Vitamin B3: 20%, Vitamin B6: 20%, Vitamin B12: 33%, Folic Acid: 33%","Tapioca Starch, Yellow Corn, Vegetable Oil (may consist of Palm Oil and/or Palm Olein), Cheese Powder (Glucose Syrup Solids, Milk Solis, Salt, Cheese Solids, Flavor Enhancer, Mineral Salt, Colorings, Yeast Extract, Anti-caking Agent), Ham Powder (Salt Flavor Enhancer, Dehydrated Spices, Maltodextrin, Anti-caking Agent), Monosodium Glutamate, Sugar, Iodized Salt, Maltodextrin, Vitamin Premix (Vit. A, Vit. B1, Vit. B2, Vit. B3, Vit. B5, Vit. B6, Vit. B12 and Folic Acid), FD & C Yellow No. 5 and FD & C Yellow No. 6.",,TRUE,0.69,,
119,LIBBYS_VIENNA_SAUSAGE_130G,130g,59.4,None,None,"Serving Size: 130g, Serving per Container: 1, Calories: 221, Calories from Fat: 175.5, Total Fat: 19.5g, Saturated Fat: 5.2g, Trans Fat: 0.1g, Cholesterol: 97.5mg, Sodium: 585mg, Total Carbohydrates: 2g, Dietary Fiber: 0g, Sugars: 0g, Protein: 10g","Mechanically Separated Chicken, Water, Pork, Beef, Contains Less Than 2% Of The Following: Iodized Salt, Spice, Sugar, Sodium Erythorbate (Antioxidant), Chicken Broth, Flavors, Sodium Nitrite (Preservative), Garlic Powder, Color Fd&c Red No. 3, Vinegar.",,TRUE,1.04,,
